Activity,Id_Leg,Checkin,Start,Dep,Arr,End,Checkout,Repouso Extra,Tempo Repouso Extra Diurno,Tempo Repouso Extra Noturno,Tempo Repouso Extra Especial Diurno,Tempo Repouso Extra Especial Noturno
AD2755,-IF,03/05/2022 13:20,03/05/2022 14:00,BSB,VCP,03/05/2022 15:42,03/05/2022 16:12,0 days 07:23:00,0 days 05:35:00,0 days 01:48:00,0 days 05:35:00,0 days 01:48:00
AD2629,-IF,09/05/2022 20:45,09/05/2022 21:46,VCP,BVB,10/05/2022 01:21,10/05/2022 01:51,0 days 13:39:00,0 days 04:09:00,0 days 09:30:00,0 days 00:00:00,0 days 00:00:00
AD4109,-F,11/05/2022 03:30,11/05/2022 08:34,BEL,REC,11/05/2022 11:07,11/05/2022 11:37,0 days 13:03:00,0 days 06:40:00,0 days 06:23:00,0 days 06:40:00,0 days 06:23:00
AD4254,-F,12/05/2022 12:40,12/05/2022 22:19,REC,FOR,12/05/2022 23:40,NaT,0 days 02:10:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD4612,-F,NaT,NaT,REC,BSB,NaT,NaT,0 days 00:47:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD4395,-IF,NaT,NaT,BSB,VCP,NaT,NaT,0 days 00:47:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD4517,-IF,NaT,NaT,GRU,POA,NaT,NaT,0 days 16:41:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD5093,-F,NaT,NaT,VIX,VCP,NaT,NaT,0 days 06:53:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD2594,-F,NaT,NaT,NAT,UDI,NaT,NaT,0 days 02:44:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD4459,-F,NaT,NaT,SLZ,CNF,NaT,NaT,0 days 01:15:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD2723,-F,NaT,NaT,REC,SLZ,NaT,NaT,0 days 01:39:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD4150,-F,NaT,NaT,REC,FOR,NaT,NaT,0 days 04:24:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD5056,-IF,NaT,NaT,FOR,VCP,NaT,NaT,0 days 04:13:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD4150,-F,NaT,NaT,REC,FOR,NaT,NaT,0 days 04:59:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD4765,-F,NaT,NaT,VCP,SSA,NaT,NaT,0 days 09:28:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD4763,-F,06/06/2022 07:10,06/06/2022 14:01,VCP,FOR,06/06/2022 17:24,06/06/2022 17:54,0 days 11:41:00,0 days 11:35:00,0 days 00:06:00,0 days 00:00:00,0 days 00:00:00
AD4451,-F,07/06/2022 17:35,07/06/2022 22:50,VCP,MAO,08/06/2022 01:36,08/06/2022 02:06,0 days 11:44:00,0 days 03:54:00,0 days 07:50:00,0 days 00:00:00,0 days 04:50:00
AD4383,-IF,09/06/2022 01:50,09/06/2022 02:28,MAO,VCP,09/06/2022 07:04,09/06/2022 07:34,0 days 04:26:00,0 days 00:00:00,0 days 04:26:00,0 days 00:00:00,0 days 03:00:00
PP1,-IF,NaT,NaT,VCP,VCP,NaT,NaT,0 days 04:30:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
EAD,-IF,NaT,NaT,VCP,VCP,NaT,NaT,0 days 05:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
EGP,-IF,NaT,NaT,VCP,VCP,NaT,NaT,0 days 07:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
EAD,-IF,NaT,NaT,VCP,VCP,NaT,NaT,0 days 03:35:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD2752,-F,NaT,NaT,CNF,SSA,NaT,NaT,0 days 02:28:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD4941,-F,NaT,NaT,SSA,VCP,NaT,NaT,0 days 00:38:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
CMA,-IF,01/07/2022 00:00,01/07/2022 00:00,VCP,VCP,02/07/2022 00:00,02/07/2022 00:00,0 days 00:35:00,0 days 00:35:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD4853,-F,02/07/2022 12:35,02/07/2022 22:23,VCP,VIX,02/07/2022 23:53,03/07/2022 00:23,0 days 16:12:00,0 days 05:37:00,0 days 10:35:00,0 days 00:00:00,0 days 00:00:00
AD4274,-F,04/07/2022 04:35,04/07/2022 10:08,XAP,VCP,04/07/2022 11:31,04/07/2022 12:01,0 days 01:29:00,0 days 00:00:00,0 days 01:29:00,0 days 00:00:00,0 days 00:00:00
P12,-IF,06/07/2022 12:00,06/07/2022 12:00,VCP,VCP,06/07/2022 15:00,06/07/2022 15:00,0 days 04:46:00,0 days 01:46:00,0 days 03:00:00,0 days 00:00:00,0 days 00:00:00
AD4079,-IF,07/07/2022 07:46,07/07/2022 08:26,VCP,REC,07/07/2022 11:32,07/07/2022 12:02,0 days 03:33:00,0 days 00:00:00,0 days 03:33:00,0 days 00:00:00,0 days 00:00:00
AD2655,-F,08/07/2022 03:35,08/07/2022 09:13,SDU,VCP,08/07/2022 10:23,08/07/2022 10:53,0 days 01:07:00,0 days 00:00:00,0 days 01:07:00,0 days 00:00:00,0 days 00:00:00
AD2888,-F,12/07/2022 12:25,12/07/2022 20:46,POA,GRU,12/07/2022 22:23,12/07/2022 22:53,0 days 08:37:00,0 days 07:07:00,0 days 01:30:00,0 days 00:00:00,0 days 00:00:00
AD4708,-F,NaT,NaT,VCP,POA,NaT,NaT,0 days 05:46:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD4708,-F,NaT,NaT,VCP,POA,NaT,NaT,0 days 01:17:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD4805,-F,NaT,NaT,CWB,VCP,NaT,NaT,0 days 00:45:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
BUS,-IF,NaT,NaT,VCP,GRU,NaT,NaT,0 days 00:50:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
BUS,-IF,NaT,NaT,GRU,VCP,NaT,NaT,0 days 06:30:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD2902,-F,NaT,NaT,CNF,POA,NaT,NaT,0 days 01:44:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD4843,-F,NaT,NaT,REC,SSA,NaT,NaT,0 days 08:26:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD4914,-F,NaT,NaT,SSA,CGH,NaT,NaT,0 days 02:04:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD4941,-F,NaT,NaT,SSA,VCP,NaT,NaT,0 days 00:49:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
BUS,-IF,01/08/2022 12:10,01/08/2022 12:10,VCP,GRU,01/08/2022 14:00,01/08/2022 14:00,0 days 05:45:00,0 days 01:45:00,0 days 04:00:00,0 days 01:45:00,0 days 04:00:00
BUS,-IF,02/08/2022 17:10,02/08/2022 17:10,GRU,VCP,02/08/2022 19:10,02/08/2022 19:10,0 days 01:10:00,0 days 01:10:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
SFX,-IF,06/08/2022 06:00,06/08/2022 06:00,VCP,VCP,06/08/2022 10:00,06/08/2022 10:00,0 days 16:20:00,0 days 08:20:00,0 days 08:00:00,0 days 00:00:00,0 days 00:00:00
SFX,-IF,07/08/2022 14:20,07/08/2022 14:20,VCP,VCP,07/08/2022 18:20,07/08/2022 18:20,0 days 00:30:00,0 days 00:30:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD4915,-F,11/08/2022 12:55,11/08/2022 21:46,CGH,SSA,12/08/2022 00:08,12/08/2022 00:38,0 days 04:47:00,0 days 04:47:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD4915,-F,12/08/2022 17:25,12/08/2022 21:44,CGH,SSA,NaT,NaT,0 days 02:04:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD2503,-F,NaT,NaT,REC,RAO,NaT,NaT,0 days 01:06:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD4761,-F,NaT,NaT,VCP,VIX,NaT,NaT,0 days 01:35:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD4080,-IF,NaT,NaT,VIX,VCP,NaT,NaT,0 days 12:35:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD4351,-F,NaT,NaT,SDU,VCP,NaT,NaT,0 days 00:35:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD4591,-F,NaT,NaT,BPS,VCP,NaT,NaT,0 days 01:08:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD4039,-F,NaT,NaT,VCP,SDU,NaT,NaT,0 days 00:56:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD4843,-F,NaT,NaT,REC,SSA,NaT,NaT,0 days 01:27:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD4645,-F,NaT,NaT,SDU,GRU,NaT,NaT,0 days 07:08:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
BUS,-IF,NaT,NaT,GRU,VCP,NaT,NaT,0 days 06:40:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD4235,-F,NaT,NaT,MCP,BEL,NaT,NaT,0 days 07:52:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD4445,-F,NaT,NaT,STM,BEL,NaT,NaT,0 days 17:54:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD4577,-F,NaT,NaT,BEL,CNF,NaT,NaT,0 days 07:18:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD4219,-F,01/09/2022 16:05,01/09/2022 22:31,CNF,POA,02/09/2022 00:53,02/09/2022 01:23,0 days 00:27:00,0 days 00:27:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD2983,-F,02/09/2022 13:50,02/09/2022 19:20,CGB,VCP,02/09/2022 22:17,02/09/2022 22:47,0 days 01:13:00,0 days 01:13:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
DMI24,-IF,05/09/2022 00:00,05/09/2022 00:00,VCP,VCP,06/09/2022 00:00,06/09/2022 00:00,1 days 12:00:00,0 days 18:00:00,0 days 18:00:00,0 days 00:00:00,0 days 00:00:00
SE,-IF,09/09/2022 03:00,09/09/2022 03:00,VCP,VCP,09/09/2022 10:00,09/09/2022 10:00,0 days 02:50:00,0 days 00:00:00,0 days 02:50:00,0 days 00:00:00,0 days 00:00:00
AD2840,-F,NaT,NaT,SSA,REC,NaT,NaT,0 days 06:58:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD4144,-F,NaT,NaT,CGH,REC,NaT,NaT,0 days 12:02:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD4662,-F,NaT,NaT,CGH,REC,NaT,NaT,0 days 07:58:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD2953,-F,NaT,NaT,THE,VCP,NaT,NaT,0 days 06:47:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD2808,-F,NaT,NaT,VCP,FLN,NaT,NaT,0 days 04:56:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD2926,-F,NaT,NaT,SDU,REC,NaT,NaT,0 days 11:41:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD2684,-F,NaT,NaT,SDU,REC,NaT,NaT,0 days 02:08:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD4843,-IF,NaT,NaT,REC,SSA,NaT,NaT,0 days 01:38:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD2741,-F,NaT,NaT,SDU,VCP,NaT,NaT,0 days 01:57:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD2773,-IF,NaT,NaT,REC,CGB,NaT,NaT,0 days 03:51:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD2983,-IF,NaT,NaT,CGB,VCP,NaT,NaT,0 days 00:18:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD4089,-F,03/10/2022 08:00,03/10/2022 12:49,SDU,BSB,03/10/2022 14:41,03/10/2022 15:11,0 days 02:24:00,0 days 00:00:00,0 days 02:24:00,0 days 00:00:00,0 days 00:00:00
AD4204,-F,04/10/2022 05:35,04/10/2022 09:20,SDU,GYN,04/10/2022 11:08,04/10/2022 11:38,0 days 05:57:00,0 days 00:00:00,0 days 05:57:00,0 days 00:00:00,0 days 00:00:00
AD2926,-F,05/10/2022 05:35,05/10/2022 08:49,SDU,REC,05/10/2022 11:27,05/10/2022 11:57,0 days 12:08:00,0 days 06:05:00,0 days 06:03:00,0 days 00:00:00,0 days 00:00:00
AD2830,-F,06/10/2022 12:05,06/10/2022 19:40,BSB,SDU,06/10/2022 21:45,06/10/2022 22:15,0 days 01:40:00,0 days 01:40:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD4634,-F,07/10/2022 11:55,07/10/2022 21:11,SDU,FLN,07/10/2022 22:45,07/10/2022 23:15,0 days 01:25:00,0 days 01:25:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD9503,-IF,08/10/2022 12:40,08/10/2022 13:29,FLN,VCP,08/10/2022 14:41,08/10/2022 15:11,0 days 00:24:00,0 days 00:00:00,0 days 00:24:00,0 days 00:00:00,0 days 00:00:00
AD4745,-F,NaT,NaT,VCP,BSB,NaT,NaT,0 days 05:12:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD4459,-F,NaT,NaT,SLZ,CNF,NaT,NaT,0 days 00:33:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD2465,-F,NaT,NaT,UNA,CGH,NaT,NaT,0 days 03:10:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD2754,-F,NaT,NaT,REC,THE,NaT,NaT,0 days 02:37:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD4335,-F,NaT,NaT,REC,VCP,NaT,NaT,0 days 06:42:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD2697,-IF,NaT,NaT,VCP,THE,NaT,NaT,0 days 00:43:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD2634,-F,NaT,NaT,GYN,BPS,NaT,NaT,0 days 01:40:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD4789,-F,NaT,NaT,CNF,VCP,NaT,NaT,0 days 00:26:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD4568,-F,NaT,NaT,SSA,VCP,NaT,NaT,0 days 04:56:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
BUS,-IF,NaT,NaT,VCP,GRU,NaT,NaT,0 days 05:25:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD4769,-IF,NaT,NaT,GRU,CGB,NaT,NaT,0 days 12:07:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD4339,-F,NaT,NaT,CGB,VCP,NaT,NaT,1 days 01:35:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD2944,-IF,03/11/2022 16:54,03/11/2022 17:54,VCP,SDU,03/11/2022 18:57,03/11/2022 19:27,0 days 08:58:00,0 days 08:58:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD4148,-F,04/11/2022 16:25,04/11/2022 22:20,SDU,SSA,05/11/2022 00:22,05/11/2022 00:52,0 days 01:43:00,0 days 01:43:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD4248,-F,05/11/2022 14:35,05/11/2022 22:02,SDU,POA,06/11/2022 00:02,06/11/2022 00:32,0 days 06:38:00,0 days 05:28:00,0 days 01:10:00,0 days 00:00:00,0 days 00:00:00
AD4850,-IF,06/11/2022 19:10,06/11/2022 19:50,POA,VCP,06/11/2022 21:52,06/11/2022 22:22,0 days 01:38:00,0 days 01:38:00,0 days 00:00:00,0 days 01:38:00,0 days 00:00:00
AD4472,-F,07/11/2022 14:30,07/11/2022 19:58,SSA,CNF,07/11/2022 21:41,07/11/2022 22:11,0 days 03:59:00,0 days 03:59:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD2983,-F,08/11/2022 14:10,08/11/2022 19:29,CGB,VCP,08/11/2022 22:27,08/11/2022 22:57,0 days 00:33:00,0 days 00:33:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD4124,-F,NaT,NaT,VCP,CGR,NaT,NaT,0 days 11:51:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD4254,-F,NaT,NaT,REC,FOR,NaT,NaT,0 days 06:37:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD4478,-F,NaT,NaT,BSB,GYN,NaT,NaT,0 days 04:06:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD5064,-IF,NaT,NaT,GYN,VCP,NaT,NaT,0 days 00:11:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
REU,-IF,NaT,NaT,VCP,VCP,NaT,NaT,0 days 09:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD2643,-F,NaT,NaT,VCP,CNF,NaT,NaT,0 days 07:57:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD4248,-F,NaT,NaT,SDU,POA,NaT,NaT,0 days 00:47:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD4057,-IF,NaT,NaT,POA,VCP,NaT,NaT,0 days 00:54:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD2921,-F,NaT,NaT,VCP,POA,NaT,NaT,0 days 01:53:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD4204,-F,NaT,NaT,SDU,GYN,NaT,NaT,0 days 05:09:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD4402,-F,NaT,NaT,SDU,POA,NaT,NaT,0 days 10:54:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD4355,-F,01/12/2022 11:25,01/12/2022 20:16,SDU,VCP,01/12/2022 21:34,01/12/2022 22:04,0 days 00:16:00,0 days 00:16:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD4849,-F,09/12/2022 08:00,09/12/2022 13:41,VCP,FLN,09/12/2022 14:57,09/12/2022 15:27,0 days 01:33:00,0 days 00:00:00,0 days 01:33:00,0 days 00:00:00,0 days 00:00:00
AD2926,-F,10/12/2022 05:00,10/12/2022 08:29,SDU,REC,10/12/2022 11:16,10/12/2022 11:46,0 days 03:04:00,0 days 00:00:00,0 days 03:04:00,0 days 00:00:00,0 days 00:00:00
AD4824,-IF,11/12/2022 02:50,11/12/2022 03:45,REC,SDU,11/12/2022 06:38,11/12/2022 07:08,0 days 01:07:00,0 days 00:00:00,0 days 01:07:00,0 days 00:00:00,0 days 00:00:00
AD4634,-IF,11/12/2022 20:15,11/12/2022 21:03,SDU,FLN,11/12/2022 22:30,11/12/2022 23:00,0 days 17:45:00,0 days 07:00:00,0 days 10:45:00,0 days 07:00:00,0 days 03:00:00
AD2741,-F,NaT,NaT,SDU,VCP,NaT,NaT,0 days 01:18:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD2692,-F,NaT,NaT,VCP,CWB,NaT,NaT,0 days 06:29:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD2329,-F,NaT,NaT,NAT,IGU,NaT,NaT,0 days 21:01:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD4518,-F,NaT,NaT,MCZ,VCP,NaT,NaT,0 days 00:22:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD2753,-F,NaT,NaT,SDU,NVT,NaT,NaT,0 days 02:04:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD4239,-F,NaT,NaT,VCP,CGB,NaT,NaT,0 days 08:29:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD2948,-F,NaT,NaT,SDU,SSA,NaT,NaT,0 days 00:14:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD4215,-IF,NaT,NaT,SSA,VCP,NaT,NaT,0 days 04:45:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD4996,-IF,NaT,NaT,VCP,POA,NaT,NaT,0 days 05:29:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD2643,-F,NaT,NaT,VCP,CNF,NaT,NaT,0 days 02:53:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD2987,-F,NaT,NaT,REC,POA,NaT,NaT,0 days 03:17:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD4057,-IF,NaT,NaT,POA,VCP,NaT,NaT,0 days 00:22:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD4066,-F,NaT,NaT,GIG,VCP,NaT,NaT,0 days 00:28:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
