Activity,Id_Leg,Checkin,Checkout,Repouso
SNA,-IF,2021-04-06 00:00:00,2021-04-07 00:00:00,0 days 00:00:00
FR,-IF,2021-04-07 00:00:00,2021-04-08 00:00:00,0 days 00:00:00
FR,-IF,2021-04-08 00:00:00,2021-04-09 00:00:00,0 days 00:00:00
FR,-IF,2021-04-09 00:00:00,2021-04-10 00:00:00,0 days 00:00:00
FR,-IF,2021-04-10 00:00:00,2021-04-11 00:00:00,0 days 00:00:00
FR,-IF,2021-04-11 00:00:00,2021-04-12 00:00:00,0 days 00:00:00
AD4543,-IF,2021-05-01 19:00:00,2021-05-01 21:25:00,0 days 12:50:00
FR,-IF,2021-05-02 10:15:00,2021-05-03 10:15:00,0 days 00:00:00
FR,-IF,2021-05-03 10:15:00,2021-05-04 10:15:00,0 days 13:45:00
CMA,-IF,2021-05-05 00:00:00,2021-05-06 00:00:00,0 days 00:00:00
FR,-IF,2021-05-06 00:00:00,2021-05-07 00:00:00,0 days 00:00:00
FR,-IF,2021-05-07 00:00:00,2021-05-08 00:00:00,2 days 05:15:00
FR,-IF,2021-05-10 05:15:00,2021-05-11 05:15:00,0 days 18:45:00
FJC24,-IF,2021-05-31 00:00:00,2021-06-01 00:00:00,0 days 00:00:00
FJC24,-IF,2021-06-01 00:00:00,2021-06-02 00:00:00,0 days 00:00:00
LNR24,-IF,2021-06-02 00:00:00,2021-06-03 00:00:00,36 days 00:00:00
LNR24,-IF,2021-07-09 00:00:00,2021-07-10 00:00:00,0 days 00:00:00
LNR24,-IF,2021-07-10 00:00:00,2021-07-11 00:00:00,0 days 00:00:00
LNR24,-IF,2021-07-31 00:00:00,2021-08-01 00:00:00,0 days 00:00:00
F,-IF,2021-08-01 00:00:00,2021-08-02 00:00:00,0 days 08:10:00
EAD,-IF,2021-08-02 08:10:00,2021-08-02 10:10:00,0 days 00:00:00
EAD,-IF,2021-08-02 10:10:00,2021-08-02 11:10:00,0 days 00:00:00
EAD,-IF,2021-08-02 11:10:00,2021-08-02 12:10:00,0 days 01:00:00
EAD,-IF,2021-08-02 13:10:00,2021-08-02 15:10:00,0 days 00:00:00
EAD,-IF,2021-08-02 15:10:00,2021-08-02 16:10:00,0 days 00:00:00
EAD,-IF,2021-08-02 16:10:00,2021-08-02 18:10:00,0 days 14:00:00
AVS,-IF,2021-08-03 08:10:00,2021-08-03 09:00:00,0 days 00:10:00
AVS,-IF,2021-08-03 09:10:00,2021-08-03 10:00:00,0 days 00:10:00
AVS,-IF,2021-08-03 10:10:00,2021-08-03 11:00:00,0 days 00:10:00
AVS,-IF,2021-08-03 11:10:00,2021-08-03 12:00:00,0 days 00:00:00
AVS,-IF,2021-08-03 12:00:00,2021-08-03 12:10:00,0 days 01:00:00
GCI,-IF,2021-08-03 13:10:00,2021-08-03 17:10:00,0 days 00:00:00
EAD,-IF,2021-08-03 17:10:00,2021-08-03 18:10:00,0 days 14:00:00
EAD,-IF,2021-08-04 08:10:00,2021-08-04 17:10:00,0 days 00:00:00
EAD,-IF,2021-08-04 17:10:00,2021-08-04 18:10:00,0 days 14:05:00
EAD,-IF,2021-08-05 08:15:00,2021-08-05 09:45:00,0 days 00:00:00
EAD,-IF,2021-08-05 09:45:00,2021-08-05 12:15:00,0 days 01:00:00
EAD,-IF,2021-08-05 13:15:00,2021-08-05 14:15:00,0 days 00:00:00
EAD,-IF,2021-08-05 14:15:00,2021-08-05 17:10:00,0 days 00:00:00
EAD,-IF,2021-08-05 17:10:00,2021-08-05 18:00:00,0 days 00:00:00
EAD,-IF,2021-08-05 18:00:00,2021-08-05 18:15:00,0 days 15:55:00
EAD,-IF,2021-08-06 10:10:00,2021-08-06 12:10:00,0 days 01:00:00
EAD,-IF,2021-08-06 13:10:00,2021-08-06 16:05:00,0 days 00:00:00
EAD,-IF,2021-08-06 16:05:00,2021-08-06 16:55:00,0 days 00:00:00
EAD,-IF,2021-08-06 16:55:00,2021-08-06 17:10:00,0 days 13:50:00
F,-IF,2021-08-07 07:00:00,2021-08-08 07:00:00,0 days 00:00:00
F,-IF,2021-08-08 07:00:00,2021-08-09 07:00:00,0 days 03:00:00
PC3,-IF,2021-08-09 10:00:00,2021-08-09 11:00:00,0 days 19:00:00
SFX,-IF,2021-08-10 06:00:00,2021-08-10 10:00:00,1 days 00:15:00
SFX,-IF,2021-08-11 10:15:00,2021-08-11 14:15:00,0 days 20:00:00
FR,-IF,2021-08-31 18:30:00,2021-09-01 18:30:00,0 days 10:58:00
AD4431,-F,2021-09-02 05:28:00,2021-09-02 11:36:00,0 days 19:51:00
AD4761,-F,2021-09-03 07:27:00,2021-09-03 15:12:00,0 days 13:18:00
AD4590,-F,2021-09-04 04:30:00,2021-09-04 10:31:00,0 days 17:49:00
AD2491,-F,2021-09-05 04:20:00,2021-09-05 11:42:00,0 days 23:53:00
AD5041,-IF,2021-09-06 11:35:00,2021-09-06 15:39:00,0 days 12:51:00
FR,-IF,2021-09-07 04:30:00,2021-09-08 04:30:00,0 days 00:00:00
FR,-IF,2021-09-08 04:30:00,2021-09-09 04:30:00,0 days 00:00:00
FR,-IF,2021-09-09 04:30:00,2021-09-10 04:30:00,0 days 00:40:00
AD4846,-F,2021-09-10 05:10:00,2021-09-10 13:11:00,0 days 16:14:00
AD4769,-F,2021-09-11 05:25:00,2021-09-11 11:12:00,1 days 00:38:00
FR,-IF,2021-10-01 11:35:00,2021-10-02 11:35:00,0 days 19:40:00
AD4463,-F,2021-10-03 07:15:00,2021-10-03 16:42:00,0 days 19:28:00
AD4231,-F,2021-10-04 12:10:00,2021-10-04 16:22:00,0 days 20:03:00
AD4545,-F,2021-10-05 12:25:00,2021-10-05 22:07:00,0 days 23:53:00
AD2649,-F,2021-10-06 22:00:00,2021-10-07 07:30:00,0 days 14:30:00
AD2953,-F,2021-10-07 22:00:00,2021-10-08 05:40:00,0 days 18:20:00
FR,-IF,2021-10-09 00:00:00,2021-10-10 00:00:00,0 days 00:00:00
FR,-IF,2021-10-10 00:00:00,2021-10-11 00:00:00,0 days 07:45:00
FR,-IF,2021-10-31 20:00:00,2021-11-01 20:00:00,0 days 00:00:00
FR,-IF,2021-11-01 20:00:00,2021-11-02 20:00:00,0 days 04:00:00
FER,-IF,2021-11-03 00:00:00,2021-11-04 00:00:00,0 days 00:00:00
FER,-IF,2021-11-04 00:00:00,2021-11-05 00:00:00,0 days 00:00:00
FER,-IF,2021-11-05 00:00:00,2021-11-06 00:00:00,0 days 00:00:00
FER,-IF,2021-11-06 00:00:00,2021-11-07 00:00:00,0 days 00:00:00
FER,-IF,2021-11-07 00:00:00,2021-11-08 00:00:00,0 days 00:00:00
FER,-IF,2021-11-08 00:00:00,2021-11-09 00:00:00,0 days 00:00:00
FER,-IF,2021-11-09 00:00:00,2021-11-10 00:00:00,0 days 00:00:00
FER,-IF,2021-11-10 00:00:00,2021-11-11 00:00:00,0 days 00:00:00
FER,-IF,2021-11-11 00:00:00,2021-11-12 00:00:00,0 days 00:00:00
FER,-IF,2021-11-30 00:00:00,2021-12-01 00:00:00,0 days 00:00:00
FER,-IF,2021-12-01 00:00:00,2021-12-02 00:00:00,0 days 00:00:00
FER,-IF,2021-12-02 00:00:00,2021-12-03 00:00:00,0 days 00:00:00
FP,-IF,2021-12-03 00:00:00,2021-12-04 00:00:00,0 days 00:00:00
FP,-IF,2021-12-04 00:00:00,2021-12-05 00:00:00,0 days 00:00:00
FR,-IF,2021-12-05 00:00:00,2021-12-06 00:00:00,0 days 00:00:00
CMA,-IF,2021-12-06 00:00:00,2021-12-07 00:00:00,0 days 00:00:00
SNA,-IF,2021-12-07 00:00:00,2021-12-08 00:00:00,0 days 07:45:00
AD4345,-F,2021-12-08 07:45:00,2021-12-08 16:33:00,0 days 17:42:00
AD4339,-F,2021-12-09 10:15:00,2021-12-09 20:35:00,0 days 15:10:00
FR,-IF,2021-12-10 11:45:00,2021-12-11 11:45:00,0 days 19:15:00
FR,-IF,2021-12-31 09:20:00,2022-01-01 09:20:00,0 days 00:00:00
FR,-IF,2022-01-01 09:20:00,2022-01-02 09:20:00,0 days 00:00:00
FR,-IF,2022-01-02 09:20:00,2022-01-03 09:20:00,0 days 00:00:00
FR,-IF,2022-01-03 09:20:00,2022-01-04 09:20:00,0 days 00:00:00
FP,-IF,2022-01-04 09:20:00,2022-01-05 09:20:00,0 days 04:00:00
AD4915,-F,2022-01-05 13:20:00,2022-01-06 00:55:00,0 days 13:10:00
AD9118,-F,2022-01-06 14:05:00,2022-01-07 00:53:00,0 days 13:12:00
AD4527,-IF,2022-01-07 14:05:00,2022-01-07 15:54:00,0 days 15:46:00
AD2578,-F,2022-01-08 07:40:00,2022-01-08 17:40:00,0 days 12:20:00
AD2599,-IF,2022-01-09 06:00:00,2022-01-09 10:48:00,0 days 13:12:00
FR,-IF,2022-01-10 00:00:00,2022-01-11 00:00:00,0 days 00:00:00
FR,-IF,2022-01-11 00:00:00,2022-01-12 00:00:00,0 days 00:00:00
SFX,-IF,2022-02-01 14:30:00,2022-02-01 18:30:00,0 days 12:30:00
FR,-IF,2022-02-02 07:00:00,2022-02-03 07:00:00,0 days 00:00:00
FR,-IF,2022-02-03 07:00:00,2022-02-04 07:00:00,0 days 06:30:00
AD9103,-F,2022-02-04 13:30:00,2022-02-05 00:31:00,0 days 18:19:00
AD4823,-F,2022-02-05 18:50:00,2022-02-06 01:21:00,0 days 15:19:00
AD4208,-F,2022-02-06 16:40:00,2022-02-06 23:33:00,0 days 19:12:00
AD4248,-F,2022-02-07 18:45:00,2022-02-08 00:42:00,0 days 17:48:00
AD4850,-IF,2022-02-08 18:30:00,2022-02-08 21:20:00,0 days 12:45:00
FR,-IF,2022-02-09 10:05:00,2022-02-10 10:05:00,0 days 00:00:00
FR,-IF,2022-02-10 10:05:00,2022-02-11 10:05:00,0 days 00:00:00
FR,-IF,2022-02-11 10:05:00,2022-02-12 10:05:00,0 days 00:00:00
AD2641,-F,2022-03-01 07:45:00,2022-03-01 19:05:00,0 days 12:40:00
AD2656,-F,2022-03-02 07:45:00,2022-03-02 16:13:00,0 days 13:17:00
FR,-IF,2022-03-03 05:30:00,2022-03-04 05:30:00,0 days 00:00:00
FR,-IF,2022-03-04 05:30:00,2022-03-05 05:30:00,0 days 06:30:00
AD2409,-F,2022-03-05 12:00:00,2022-03-05 20:25:00,0 days 13:36:00
FAL,-IF,2022-03-06 10:01:00,2022-03-06 23:59:00,0 days 06:02:00
FR,-IF,2022-03-07 06:01:00,2022-03-08 06:01:00,0 days 00:00:00
FR,-IF,2022-03-08 06:01:00,2022-03-09 06:01:00,0 days 00:00:00
FR,-IF,2022-03-09 06:01:00,2022-03-10 06:01:00,0 days 00:00:00
FR,-IF,2022-03-10 06:01:00,2022-03-11 06:01:00,0 days 13:34:00
AD2652,-F,2022-03-11 19:35:00,2022-03-12 04:10:00,0 days 12:40:00
LFA,-IF,2022-04-01 00:00:00,2022-04-01 08:00:00,0 days 02:00:00
PLT,-IF,2022-04-01 10:00:00,2022-04-01 10:55:00,0 days 01:30:00
AD2810,-IF,2022-04-01 12:25:00,2022-04-01 17:09:00,0 days 14:36:00
AD4508,-IF,2022-04-02 07:45:00,2022-04-02 12:07:00,0 days 12:53:00
FR,-IF,2022-04-03 01:00:00,2022-04-04 01:00:00,0 days 00:00:00
FR,-IF,2022-04-04 01:00:00,2022-04-05 01:00:00,0 days 00:00:00
SNA,-IF,2022-04-05 01:00:00,2022-04-06 01:00:00,0 days 00:00:00
FP,-IF,2022-04-06 01:00:00,2022-04-07 01:00:00,0 days 00:00:00
FP,-IF,2022-04-07 01:00:00,2022-04-08 01:00:00,0 days 00:00:00
FP,-IF,2022-04-08 01:00:00,2022-04-09 01:00:00,0 days 00:00:00
SNA,-IF,2022-04-09 01:00:00,2022-04-10 01:00:00,0 days 00:00:00
SNA,-IF,2022-04-10 01:00:00,2022-04-11 01:00:00,0 days 00:00:00
SNA,-IF,2022-04-11 01:00:00,2022-04-12 01:00:00,0 days 00:00:00
AD4241,-F,2022-05-01 10:55:00,2022-05-01 21:49:00,0 days 21:11:00
AD4612,-IF,2022-05-02 19:00:00,2022-05-02 22:48:00,0 days 14:32:00
AD2755,-IF,2022-05-03 13:20:00,2022-05-03 16:12:00,0 days 19:23:00
FR,-IF,2022-05-04 11:35:00,2022-05-05 11:35:00,0 days 00:00:00
FR,-IF,2022-05-05 11:35:00,2022-05-06 11:35:00,0 days 00:00:00
FR,-IF,2022-05-06 11:35:00,2022-05-07 11:35:00,0 days 00:00:00
FR,-IF,2022-05-07 11:35:00,2022-05-08 11:35:00,0 days 00:00:00
FR,-IF,2022-05-08 11:35:00,2022-05-09 11:35:00,0 days 09:10:00
AD2629,-IF,2022-05-09 20:45:00,2022-05-10 01:51:00,1 days 01:39:00
AD4109,-F,2022-05-11 03:30:00,2022-05-11 11:37:00,1 days 01:03:00
SNA,-IF,2022-06-01 00:50:00,2022-06-02 00:00:00,0 days 00:00:00
SNA,-IF,2022-06-02 00:00:00,2022-06-03 00:00:00,0 days 00:00:00
FR,-IF,2022-06-03 00:00:00,2022-06-04 00:00:00,0 days 00:00:00
SNA,-IF,2022-06-04 00:00:00,2022-06-05 00:00:00,0 days 00:00:00
SNA,-IF,2022-06-05 00:00:00,2022-06-06 00:00:00,0 days 07:10:00
AD4763,-F,2022-06-06 07:10:00,2022-06-06 17:54:00,0 days 23:41:00
AD4451,-F,2022-06-07 17:35:00,2022-06-08 02:06:00,0 days 23:44:00
AD4383,-IF,2022-06-09 01:50:00,2022-06-09 07:34:00,0 days 16:26:00
FR,-IF,2022-06-10 00:00:00,2022-06-11 00:00:00,0 days 00:00:00
FR,-IF,2022-06-11 00:00:00,2022-06-12 00:00:00,0 days 00:00:00
FR,-IF,2022-06-30 00:00:00,2022-07-01 00:00:00,0 days 00:00:00
CMA,-IF,2022-07-01 00:00:00,2022-07-02 00:00:00,0 days 12:35:00
AD4853,-F,2022-07-02 12:35:00,2022-07-03 00:23:00,1 days 04:12:00
AD4274,-F,2022-07-04 04:35:00,2022-07-04 12:01:00,0 days 13:29:00
FR,-IF,2022-07-05 01:30:00,2022-07-06 01:30:00,0 days 10:30:00
P12,-IF,2022-07-06 12:00:00,2022-07-06 15:00:00,0 days 16:46:00
AD4079,-IF,2022-07-07 07:46:00,2022-07-07 12:02:00,0 days 15:33:00
AD2655,-F,2022-07-08 03:35:00,2022-07-08 10:53:00,0 days 13:07:00
FR,-IF,2022-07-09 00:00:00,2022-07-10 00:00:00,0 days 00:00:00
FA,-IF,2022-07-10 00:00:00,2022-07-11 00:00:00,0 days 00:00:00
FR,-IF,2022-07-11 00:00:00,2022-07-12 00:00:00,0 days 08:15:00
PLT,-IF,2022-07-12 08:15:00,2022-07-12 10:55:00,0 days 01:30:00
DMI24,-IF,2022-07-31 00:00:00,2022-08-01 00:00:00,0 days 03:00:00
SE,-IF,2022-08-01 03:00:00,2022-08-01 03:40:00,0 days 01:30:00
AD4568,-F,2022-08-01 05:10:00,2022-08-01 14:00:00,-1 days +22:10:00
BUS,-IF,2022-08-01 12:10:00,2022-08-01 14:00:00,0 days 17:45:00
AD2768,-F,2022-08-02 07:45:00,2022-08-02 19:10:00,-1 days +22:00:00
BUS,-IF,2022-08-02 17:10:00,2022-08-02 19:10:00,0 days 13:10:00
FR,-IF,2022-08-03 08:20:00,2022-08-04 08:20:00,0 days 00:00:00
FR,-IF,2022-08-04 08:20:00,2022-08-05 08:20:00,0 days 21:40:00
SFX,-IF,2022-08-06 06:00:00,2022-08-06 10:00:00,1 days 04:20:00
SFX,-IF,2022-08-07 14:20:00,2022-08-07 18:20:00,0 days 12:30:00
FR,-IF,2022-08-08 06:50:00,2022-08-09 06:50:00,0 days 00:00:00
FR,-IF,2022-08-09 06:50:00,2022-08-10 06:50:00,0 days 00:00:00
FR,-IF,2022-08-10 06:50:00,2022-08-11 06:50:00,0 days 06:05:00
AD4915,-F,2022-08-11 12:55:00,2022-08-12 00:38:00,0 days 16:47:00
AD4219,-F,2022-09-01 16:05:00,2022-09-02 01:23:00,0 days 12:27:00
AD2983,-F,2022-09-02 13:50:00,2022-09-02 22:47:00,0 days 13:13:00
DMI,-IF,2022-09-03 12:00:00,2022-09-04 00:00:00,0 days 00:00:00
FCD,-IF,2022-09-04 00:00:00,2022-09-05 00:00:00,0 days 00:00:00
DMI24,-IF,2022-09-05 00:00:00,2022-09-06 00:00:00,2 days 00:00:00
DMI24,-IF,2022-09-08 00:00:00,2022-09-09 00:00:00,0 days 03:00:00
SE,-IF,2022-09-09 03:00:00,2022-09-09 10:00:00,0 days 14:50:00
FR,-IF,2022-09-10 00:50:00,2022-09-11 00:50:00,0 days 00:00:00
FR,-IF,2022-09-11 00:50:00,2022-09-12 00:50:00,0 days 00:00:00
FR,-IF,2022-10-01 11:30:00,2022-10-02 11:30:00,0 days 20:30:00
AD4089,-F,2022-10-03 08:00:00,2022-10-03 15:11:00,0 days 14:24:00
AD4204,-F,2022-10-04 05:35:00,2022-10-04 11:38:00,0 days 17:57:00
AD2926,-F,2022-10-05 05:35:00,2022-10-05 11:57:00,1 days 00:08:00
AD2830,-F,2022-10-06 12:05:00,2022-10-06 22:15:00,0 days 13:40:00
AD4634,-F,2022-10-07 11:55:00,2022-10-07 23:15:00,0 days 13:25:00
AD9503,-IF,2022-10-08 12:40:00,2022-10-08 15:11:00,0 days 12:24:00
FR,-IF,2022-10-09 03:35:00,2022-10-10 03:35:00,0 days 00:00:00
FR,-IF,2022-10-10 03:35:00,2022-10-11 03:35:00,0 days 00:00:00
FR,-IF,2022-10-11 03:35:00,2022-10-12 03:35:00,0 days 00:00:00
FR,-IF,2022-11-02 10:00:00,2022-11-03 10:00:00,0 days 06:54:00
AD2944,-IF,2022-11-03 16:54:00,2022-11-03 19:27:00,0 days 20:58:00
AD4148,-F,2022-11-04 16:25:00,2022-11-05 00:52:00,0 days 13:43:00
AD4248,-F,2022-11-05 14:35:00,2022-11-06 00:32:00,0 days 18:38:00
AD4850,-IF,2022-11-06 19:10:00,2022-11-06 22:22:00,0 days 13:38:00
PLT,-IF,2022-11-07 12:00:00,2022-11-07 13:00:00,0 days 01:30:00
AD4472,-F,2022-11-07 14:30:00,2022-11-07 22:11:00,0 days 15:59:00
AD2983,-F,2022-11-08 14:10:00,2022-11-08 22:57:00,0 days 12:33:00
FR,-IF,2022-11-09 11:30:00,2022-11-10 11:30:00,0 days 00:00:00
FR,-IF,2022-11-10 11:30:00,2022-11-11 11:30:00,0 days 00:00:00
AD4355,-F,2022-12-01 11:25:00,2022-12-01 22:04:00,0 days 12:16:00
FR,-IF,2022-12-02 10:20:00,2022-12-03 10:20:00,1 days 00:00:00
FR,-IF,2022-12-04 10:20:00,2022-12-05 10:20:00,0 days 00:00:00
FR,-IF,2022-12-05 10:20:00,2022-12-06 10:20:00,0 days 13:40:00
FR,-IF,2022-12-07 00:00:00,2022-12-08 00:00:00,0 days 00:00:00
CMA,-IF,2022-12-08 00:00:00,2022-12-09 00:00:00,0 days 08:00:00
AD4849,-F,2022-12-09 08:00:00,2022-12-09 15:27:00,0 days 13:33:00
AD2926,-F,2022-12-10 05:00:00,2022-12-10 11:46:00,0 days 15:04:00
AD4824,-IF,2022-12-11 02:50:00,2022-12-11 07:08:00,0 days 13:07:00
FR,-IF,2022-12-31 00:00:00,2023-01-01 00:00:00,0 days 00:00:00
FP,-IF,2023-01-01 00:00:00,2023-01-02 00:00:00,0 days 00:00:00
FER,-IF,2023-01-02 00:00:00,2023-01-03 00:00:00,0 days 00:00:00
FER,-IF,2023-01-03 00:00:00,2023-01-04 00:00:00,0 days 00:00:00
FER,-IF,2023-01-04 00:00:00,2023-01-05 00:00:00,0 days 00:00:00
FER,-IF,2023-01-05 00:00:00,2023-01-06 00:00:00,0 days 00:00:00
FER,-IF,2023-01-06 00:00:00,2023-01-07 00:00:00,0 days 00:00:00
FER,-IF,2023-01-07 00:00:00,2023-01-08 00:00:00,0 days 00:00:00
FER,-IF,2023-01-08 00:00:00,2023-01-09 00:00:00,0 days 00:00:00
FER,-IF,2023-01-09 00:00:00,2023-01-10 00:00:00,0 days 00:00:00
FER,-IF,2023-01-10 00:00:00,2023-01-11 00:00:00,0 days 00:00:00
FER,-IF,2023-01-11 00:00:00,2023-01-12 00:00:00,0 days 00:00:00
FER,-IF,2023-01-31 00:00:00,2023-02-01 00:00:00,0 days 00:00:00
